out:Speech Transmission Index_1,out:Speech Transmission Index_2,out:Speech Transmission Index_3
0.589202,0.639548,0.648312
0.5891,0.639176,0.648202
0.585937,0.636553,0.64536
0.577643,0.6284,0.637126
0.595314,0.643424,0.652252
0.594192,0.640887,0.649866
0.59235,0.639772,0.648727
0.592514,0.640129,0.648901
0.595189,0.642989,0.652066
0.593227,0.642911,0.65167
0.592202,0.641013,0.650061
0.580612,0.630826,0.639671
0.591448,0.638219,0.646948
0.600856,0.647412,0.656217
0.600059,0.646194,0.655226
0.587885,0.633949,0.642736
0.589417,0.637093,0.645986
0.592208,0.639892,0.648768
0.59073,0.639224,0.64801
0.59418,0.64314,0.652094
0.605581,0.650909,0.659907
0.603666,0.648624,0.657318
0.607531,0.650842,0.659824
0.611873,0.656278,0.665363
0.603876,0.64944,0.658497
0.59651,0.643613,0.652468
0.592018,0.640198,0.649163
0.589092,0.63869,0.647275
0.614765,0.657799,0.666842
0.636774,0.67779,0.686776
0.644641,0.684704,0.69391
0.631692,0.673381,0.682458
0.608728,0.652404,0.661289
0.593432,0.639284,0.648151
0.586959,0.633948,0.642739
0.582226,0.630841,0.6397
0.637904,0.678728,0.687894
0.685015,0.721362,0.730893
0.729323,0.762227,0.772542
0.689145,0.726128,0.735828
0.634328,0.67539,0.684476
0.606793,0.651338,0.66032
0.59336,0.63942,0.648392
0.592784,0.640537,0.649501
0.651805,0.691955,0.701155
0.732439,0.76575,0.776048
0.814619,0.838193,0.850371
0.732211,0.765688,0.776104
0.644689,0.684609,0.693813
0.60596,0.649643,0.658659
0.589607,0.63666,0.645436
0.586237,0.634015,0.642775
0.638543,0.6793,0.688507
0.687388,0.723899,0.733625
0.732937,0.766381,0.776789
0.68731,0.723814,0.733526
0.633401,0.674464,0.683515
0.601454,0.645685,0.654634
0.598789,0.646457,0.655301
0.587821,0.636324,0.64508
0.616293,0.659496,0.668466
0.63484,0.675979,0.685142
0.647783,0.688708,0.697919
0.625853,0.66747,0.676276
0.609394,0.654015,0.663114
0.593737,0.640084,0.648947
0.58711,0.633973,0.64285
0.59068,0.638927,0.647779
0.605025,0.650054,0.65921
0.608154,0.653181,0.662064
0.609553,0.653776,0.662744
0.605127,0.650103,0.658981
0.600637,0.646555,0.65542
0.596986,0.644467,0.653471
0.596645,0.645707,0.65453
0.585393,0.634143,0.643035
0.604864,0.651051,0.660184
0.597426,0.643628,0.652769
0.592031,0.638047,0.646879
0.589083,0.636047,0.64482
0.594062,0.64165,0.650682
0.600361,0.647963,0.657069
0.591251,0.640013,0.64903
0.598136,0.647118,0.656307
0.593541,0.64308,0.65171
0.60035,0.647692,0.656799
0.596446,0.64382,0.652843
0.595936,0.64452,0.653539
0.58638,0.634757,0.643693
0.58986,0.63926,0.64803
0.594202,0.644202,0.653182
0.589867,0.638303,0.647264
0.593129,0.641146,0.650203
0.593941,0.643139,0.652132
0.587355,0.63713,0.645922
0.590675,0.640567,0.649502
0.586202,0.634719,0.643751
0.594347,0.64443,0.65341
0.586446,0.636899,0.645745
0.590974,0.641272,0.650186
0.588137,0.636603,0.64566
0.588905,0.637388,0.646302
0.5893,0.638852,0.647654
0.585091,0.634225,0.642925
0.579461,0.62943,0.638339
0.585672,0.634826,0.643557
0.589495,0.639025,0.64791
0.583345,0.634178,0.642793
0.591933,0.640674,0.649616
0.594234,0.642255,0.651227
0.587801,0.635095,0.644017
0.59448,0.642945,0.651804
0.577553,0.626819,0.635464
0.586572,0.635409,0.644156
0.592437,0.640943,0.649885
0.591041,0.640767,0.649709
0.593876,0.641268,0.650259
0.598937,0.64605,0.655011
0.592055,0.638239,0.647219
0.597534,0.644004,0.652781
0.591339,0.638667,0.647489
0.595989,0.643364,0.65223
0.587789,0.636098,0.644854
0.594557,0.643152,0.652167
0.599967,0.646694,0.655612
0.601904,0.64733,0.656297
0.599939,0.644066,0.652964
0.603009,0.647128,0.656024
0.604961,0.650132,0.658892
0.603937,0.649528,0.658368
0.593113,0.639737,0.648645
0.581829,0.630409,0.639098
0.605974,0.651616,0.660695
0.613215,0.656559,0.665411
0.634366,0.675694,0.684905
0.647652,0.688117,0.697582
0.632313,0.673797,0.682851
0.618025,0.661857,0.670815
0.595605,0.641118,0.649988
0.592442,0.63926,0.648207
0.607031,0.651352,0.6602
0.632284,0.673809,0.682895
0.684727,0.721223,0.730762
0.729258,0.762446,0.772681
0.68806,0.724929,0.734599
0.629496,0.670564,0.679711
0.601455,0.646318,0.655102
0.595862,0.64243,0.651274
0.609759,0.653861,0.662758
0.645663,0.685689,0.694973
0.727797,0.760591,0.770894
0.816022,0.839504,0.851872
0.726035,0.758855,0.769138
0.644673,0.684571,0.693872
0.605339,0.649372,0.658375
0.590477,0.637405,0.646246
0.612661,0.657083,0.665991
0.626489,0.666863,0.675907
0.694677,0.731842,0.741612
0.726819,0.759964,0.770144
0.681473,0.71775,0.727279
0.627554,0.668478,0.677573
0.59957,0.644473,0.653385
0.587723,0.634219,0.64298
0.591002,0.636548,0.64542
0.611524,0.655149,0.664066
0.631635,0.673253,0.682285
0.639184,0.679206,0.688259
0.631022,0.67329,0.682302
0.604938,0.64852,0.657361
0.594493,0.640598,0.649392
0.596673,0.644202,0.653023
0.595926,0.642705,0.651555
0.602083,0.64788,0.65694
0.601074,0.645623,0.654386
0.610282,0.654859,0.663789
0.605395,0.650212,0.659074
0.600961,0.647072,0.656036
0.589494,0.63711,0.645924
0.593358,0.641289,0.650226
0.60253,0.649546,0.658624
0.595502,0.641975,0.650941
0.588974,0.635421,0.644201
0.593025,0.639583,0.648432
0.588824,0.63573,0.644521
0.595856,0.643121,0.65206
0.591549,0.639145,0.647922
0.588347,0.636799,0.645829
0.592715,0.640711,0.649698
0.591156,0.639493,0.648334
0.592759,0.640982,0.650014
0.59147,0.639128,0.647998
0.588945,0.636886,0.645646
0.59525,0.643378,0.652271
0.585884,0.63416,0.642942
0.594816,0.643225,0.652036
0.586125,0.634335,0.643296
0.591091,0.639964,0.64887
0.58923,0.638284,0.647149
0.587131,0.637029,0.645842
0.58558,0.63537,0.644169
0.583918,0.633629,0.642387
0.584503,0.634952,0.643865
0.586658,0.636455,0.645215
0.58602,0.636031,0.644874
0.586263,0.635351,0.644171
0.593909,0.643134,0.652061
0.582385,0.631763,0.640642
0.585536,0.634803,0.643752
0.58831,0.637849,0.64682
0.590098,0.639305,0.648152
0.58997,0.639531,0.648183
0.581961,0.631286,0.640047
0.594637,0.642758,0.651714
0.592529,0.641294,0.650158
0.601402,0.649622,0.658647
0.592213,0.640199,0.649054
0.588811,0.635877,0.644833
0.599089,0.647899,0.656862
0.597245,0.645431,0.654582
0.598182,0.646576,0.655497
0.595452,0.643387,0.652283
0.595826,0.642948,0.651974
0.597536,0.64488,0.653863
0.588998,0.636228,0.645113
0.595402,0.642099,0.651158
0.594708,0.642423,0.651436
0.59815,0.645931,0.654773
0.592399,0.640037,0.648953
0.59637,0.643271,0.652267
0.596283,0.64228,0.650999
0.602746,0.647479,0.656388
0.610995,0.655935,0.66472
0.607015,0.652257,0.661147
0.606371,0.652175,0.661162
0.59019,0.636531,0.645374
0.59654,0.644638,0.653507
0.593849,0.639,0.647948
0.613118,0.656893,0.665845
0.630323,0.671838,0.680742
0.640254,0.68063,0.689794
0.637596,0.679528,0.688478
0.610415,0.654366,0.663252
0.600236,0.645856,0.654634
0.591062,0.637892,0.646714
0.60411,0.648519,0.657473
0.631355,0.671933,0.681009
0.685779,0.722734,0.732359
0.727868,0.761352,0.771482
0.68754,0.723958,0.733656
0.63242,0.67361,0.682664
0.610895,0.655685,0.664653
0.591078,0.637749,0.646663
0.607556,0.652135,0.661055
0.646831,0.687694,0.697016
0.727599,0.760693,0.770999
0.815866,0.839528,0.851864
0.728721,0.762015,0.772362
0.646689,0.687258,0.696444
0.616462,0.660692,0.669763
0.595511,0.642178,0.651095
0.60121,0.646011,0.654828
0.632426,0.674037,0.683332
0.689769,0.726703,0.736495
0.73125,0.76487,0.775287
0.690288,0.727133,0.736916
0.635246,0.677144,0.686364
0.610495,0.655359,0.664398
0.583901,0.630946,0.639676
0.596129,0.642232,0.651045
0.608977,0.653273,0.662064
0.630243,0.672322,0.681422
0.642789,0.683871,0.692968
0.629947,0.672222,0.681294
0.608382,0.651917,0.660729
0.597294,0.642463,0.651308
0.596689,0.643513,0.652665
0.595405,0.641894,0.650917
0.592326,0.638798,0.647519
0.60923,0.654427,0.663431
0.613766,0.658053,0.667081
0.605824,0.650298,0.659361
0.599897,0.645614,0.654422
0.589678,0.636656,0.64538
0.590223,0.638822,0.647631
0.602577,0.649808,0.658984
0.589383,0.636335,0.645249
0.594918,0.641705,0.650496
0.596673,0.642977,0.652042
0.59214,0.639608,0.648463
0.599585,0.647412,0.65632
0.596058,0.643233,0.652161
0.5877,0.636164,0.644992
0.591404,0.640082,0.649148
0.594688,0.642746,0.65179
0.593983,0.642273,0.651078
0.58298,0.631682,0.640265
0.597265,0.645569,0.654498
0.592376,0.639933,0.648889
0.597025,0.646453,0.655469
0.580036,0.629388,0.63806
0.586891,0.635705,0.644537
0.585509,0.635266,0.644056
0.591233,0.640855,0.649667
0.584024,0.633008,0.641733
0.586788,0.637101,0.645751
0.590305,0.639004,0.647852
0.590623,0.639927,0.648997
0.586016,0.635899,0.644881
0.586327,0.635987,0.6448
0.583744,0.633556,0.642299
0.581336,0.630941,0.639626
0.586646,0.63619,0.64493
0.592998,0.642105,0.651095
0.590538,0.639178,0.647814
0.592687,0.641508,0.650487
0.5895,0.638611,0.647477
0.593127,0.64155,0.650527
0.590264,0.639376,0.648197
0.590242,0.639269,0.64814
0.588742,0.636804,0.645784
0.592324,0.639603,0.648683
0.591192,0.639505,0.648544
0.59218,0.638974,0.647872
0.593493,0.643171,0.652051
0.594051,0.642724,0.651739
0.59509,0.642604,0.651642
0.59468,0.642459,0.651402
0.593636,0.640249,0.648938
0.595802,0.642078,0.651029
0.599126,0.64634,0.655342
0.594613,0.640593,0.64956
0.591212,0.639442,0.648371
0.594842,0.642358,0.651449
0.598188,0.645553,0.654524
0.599881,0.6456,0.654543
0.60592,0.650212,0.659182
0.607936,0.652387,0.661364
0.606223,0.650238,0.659135
0.605202,0.650434,0.659541
0.590031,0.639237,0.648178
0.591137,0.638032,0.646735
0.597127,0.642939,0.651655
0.609794,0.653459,0.662348
0.628565,0.670344,0.679195
0.641379,0.681116,0.690213
0.632701,0.67398,0.682919
0.618776,0.662347,0.671294
0.586352,0.634094,0.64304
0.595337,0.642373,0.651131
0.609082,0.654031,0.662973
0.632816,0.673906,0.683136
0.690361,0.72744,0.737006
0.728558,0.761326,0.771637
0.690942,0.727973,0.737743
0.636856,0.677601,0.686706
0.590028,0.63925,0.648026
0.597752,0.6445,0.653349
0.610445,0.65475,0.663786
0.642577,0.683161,0.69219
0.730759,0.763982,0.774472
0.810694,0.83401,0.846064
0.731175,0.764429,0.774901
0.646617,0.686054,0.695259
0.586278,0.634433,0.643145
0.591345,0.638072,0.646835
0.605333,0.651107,0.659951
0.62822,0.66952,0.678509
0.686948,0.723451,0.733157
0.726358,0.75894,0.769156
0.687811,0.724128,0.733803
0.633317,0.674441,0.68354
0.591323,0.640198,0.649117
0.594298,0.641685,0.650609
0.590912,0.636934,0.645567
0.602969,0.646936,0.655604
0.627492,0.66899,0.677901
0.645602,0.686192,0.695405
0.635956,0.676847,0.685976
0.617812,0.661901,0.670856
0.594017,0.642679,0.651437
0.594917,0.642803,0.651708
0.591446,0.638753,0.647628
0.597793,0.64365,0.652449
0.610368,0.655422,0.664488
0.612741,0.6573,0.666341
0.605177,0.650049,0.659058
0.597413,0.642258,0.651238
0.586165,0.635963,0.64467
0.601727,0.649939,0.659016
0.592243,0.640287,0.649215
0.592301,0.640049,0.648899
0.593404,0.63915,0.648235
0.594317,0.640639,0.649493
0.597649,0.645246,0.654259
0.591798,0.638838,0.647706
0.585012,0.634265,0.643146
0.582789,0.631338,0.640151
0.585184,0.634441,0.64293
0.589753,0.638467,0.647283
0.592753,0.640887,0.649949
0.581112,0.628898,0.637592
0.598831,0.646123,0.655025
0.589633,0.638069,0.64685
0.577647,0.627672,0.636363
0.577704,0.626981,0.635685
0.582912,0.632702,0.641557
0.591879,0.640615,0.649471
0.592591,0.642103,0.650996
0.589662,0.638649,0.647477
0.589958,0.638336,0.647135
0.588972,0.638581,0.647395
0.577331,0.628854,0.637355
0.59001,0.6412,0.649996
0.583988,0.633458,0.642341
0.591198,0.640279,0.649235
0.589257,0.638234,0.64711
0.586475,0.634791,0.643758
0.590458,0.637672,0.646644
0.592335,0.6414,0.650348
0.588262,0.637842,0.646759
0.585747,0.634861,0.643698
0.591844,0.641437,0.650396
0.585558,0.634244,0.643174
0.589663,0.637574,0.646562
0.591873,0.640188,0.649188
0.596976,0.644309,0.653108
0.591499,0.638233,0.647087
0.597686,0.647776,0.656573
0.594469,0.643801,0.652596
0.592649,0.64074,0.649751
0.594294,0.642508,0.65135
0.594406,0.641628,0.650661
0.596617,0.643387,0.652164
0.591937,0.637902,0.646678
0.602393,0.648385,0.65737
0.593386,0.642867,0.652
0.58855,0.637917,0.646861
0.594158,0.642121,0.650959
0.592027,0.638739,0.647558
0.59787,0.643525,0.652378
0.607075,0.651447,0.660456
0.60796,0.65178,0.660744
0.603661,0.647306,0.656294
0.590384,0.640231,0.649209
0.586348,0.635307,0.644201
0.593246,0.64057,0.649302
0.596273,0.642532,0.65128
0.612413,0.65596,0.665006
0.632397,0.673946,0.683086
0.6496,0.690366,0.699664
0.639823,0.680707,0.689904
0.591608,0.641067,0.650016
0.592651,0.641031,0.649982
0.58818,0.635055,0.643814
0.606544,0.651486,0.660334
0.631072,0.672665,0.681584
0.684534,0.721036,0.730541
0.7329,0.766017,0.776372
0.692733,0.729178,0.738913
0.59013,0.639055,0.647934
0.591694,0.639991,0.648966
0.594371,0.640411,0.649249
0.610941,0.654947,0.663922
0.644888,0.684848,0.694182
0.729977,0.762926,0.773445
0.81596,0.839204,0.851526
0.732379,0.765222,0.775641
0.593939,0.641918,0.650981
0.587195,0.635789,0.6445
0.597683,0.64419,0.653256
0.60476,0.649175,0.658176
0.633907,0.67547,0.684454
0.685956,0.722484,0.732127
0.726783,0.75975,0.769937
0.690354,0.726716,0.736368
0.584777,0.635272,0.643978
0.589972,0.63899,0.647825
0.590687,0.637643,0.64636
0.598144,0.643958,0.652672
0.610465,0.654259,0.663062
0.626388,0.667667,0.676663
0.64533,0.68583,0.695
0.636251,0.677487,0.686637
0.592595,0.641584,0.650551
0.595391,0.644161,0.653178
0.593063,0.641581,0.650341
0.586215,0.632958,0.641981
0.598287,0.643679,0.652715
0.606522,0.651121,0.660184
0.615047,0.659262,0.668352
0.605976,0.649298,0.658327
0.593494,0.642026,0.650898
0.590409,0.640113,0.648973
0.590811,0.638661,0.647617
0.588614,0.636713,0.645489
0.59369,0.64099,0.649859
0.590068,0.636992,0.645595
0.592915,0.63873,0.647455
0.600326,0.646809,0.655883
0.591017,0.641359,0.650203
0.590364,0.639253,0.64814
0.593388,0.642535,0.651366
0.588705,0.636677,0.645729
0.594529,0.643101,0.651901
0.592305,0.640135,0.648915
0.595348,0.642826,0.651825
0.597904,0.644657,0.653874
0.586595,0.637579,0.646455
0.583811,0.633255,0.64206
0.58276,0.632889,0.641806
0.58312,0.632274,0.641135
0.589869,0.640036,0.648967
0.587296,0.635669,0.644609
0.589595,0.638053,0.646966
0.593929,0.642456,0.651473
0.582201,0.635195,0.643806
0.578857,0.632456,0.64106
0.585742,0.638716,0.647405
0.57382,0.62553,0.634223
0.572061,0.624191,0.632708
0.578266,0.629923,0.638504
0.586513,0.638008,0.646617
0.588389,0.6383,0.647316
0.580332,0.632156,0.640779
0.586418,0.637986,0.646836
0.592232,0.644275,0.652971
0.585467,0.63577,0.644582
0.590387,0.641048,0.650018
0.593739,0.642961,0.651738
0.587021,0.636699,0.645564
0.593331,0.642231,0.651047
0.590652,0.642008,0.650874
0.581047,0.634031,0.642558
0.586201,0.637401,0.646208
0.588218,0.63883,0.647523
0.584114,0.633658,0.642272
0.588158,0.637017,0.645743
0.589234,0.636422,0.645239
0.595667,0.643553,0.652319
0.585138,0.636612,0.645373
0.591513,0.641417,0.650405
0.590255,0.640292,0.649086
0.591409,0.640834,0.649625
0.596602,0.644794,0.653809
0.604558,0.651322,0.660291
0.608986,0.654717,0.663905
0.612599,0.657935,0.667021
0.582215,0.634131,0.642852
0.587171,0.638062,0.646909
0.587908,0.63751,0.646566
0.591469,0.640364,0.64913
0.593355,0.640676,0.649399
0.61432,0.659917,0.668878
0.639402,0.681465,0.690714
0.652126,0.693543,0.702785
0.586516,0.637909,0.646827
0.58555,0.637277,0.646264
0.590355,0.638995,0.647776
0.592784,0.641183,0.649931
0.603023,0.648925,0.657819
0.639877,0.682794,0.692065
0.69631,0.733969,0.743862
0.735378,0.7686,0.779278
0.580861,0.633074,0.641458
0.588053,0.638571,0.647478
0.584305,0.634135,0.64275
0.58779,0.635991,0.644733
0.6102,0.655349,0.664324
0.652329,0.693848,0.703184
0.735243,0.768587,0.77911
0.820756,0.844419,0.85698
0.581909,0.632557,0.641147
0.5901,0.641215,0.6502
0.581887,0.632099,0.640763
0.59313,0.641897,0.650754
0.607364,0.653105,0.662239
0.63862,0.680645,0.68994
0.692561,0.729715,0.739506
0.738101,0.771509,0.782291
0.585777,0.638727,0.647234
0.577493,0.628769,0.637426
0.590838,0.641056,0.650031
0.585787,0.635378,0.644114
0.595116,0.641913,0.65074
0.614157,0.659518,0.668491
0.63566,0.678473,0.687597
0.650561,0.691208,0.700634
0.582199,0.634214,0.64282
0.592818,0.643943,0.652826
0.586644,0.637273,0.64612
0.595707,0.644786,0.653697
0.591056,0.639702,0.648501
0.592453,0.639251,0.648106
0.601135,0.64706,0.655888
0.608239,0.652485,0.661462
0.585672,0.637553,0.646265
0.582405,0.63368,0.642324
0.589559,0.639548,0.648454
0.592436,0.642111,0.650789
0.593724,0.642846,0.651755
0.596155,0.64453,0.653614
0.58812,0.635976,0.644708
0.596375,0.644297,0.653146
0.592341,0.644985,0.653913
0.589565,0.640935,0.649791
0.579275,0.631534,0.640116
0.587041,0.637962,0.646803
0.584037,0.634558,0.643383
0.594113,0.643788,0.652767
0.593816,0.642325,0.651322
0.596892,0.645471,0.654445
0.574507,0.628391,0.636845
0.582485,0.635587,0.644036
0.583037,0.634992,0.64364
0.5868,0.638799,0.647551
0.586929,0.638238,0.646983
0.584839,0.635586,0.644371
0.588829,0.638518,0.647392
0.587833,0.63816,0.647059
0.576778,0.630921,0.63935
0.574713,0.629879,0.638351
0.574297,0.629847,0.638176
0.578464,0.634507,0.642724
0.57679,0.632862,0.640919
0.58464,0.640628,0.649071
0.568495,0.626561,0.634548
0.569963,0.627062,0.635191
0.577743,0.631599,0.640201
0.578716,0.633542,0.642061
0.578893,0.632526,0.640905
0.571848,0.626569,0.634819
0.577839,0.632981,0.641313
0.580845,0.635691,0.644091
0.579926,0.63604,0.644263
0.577316,0.63422,0.64251
0.584206,0.63625,0.644893
0.580014,0.633144,0.641597
0.577979,0.631343,0.639768
0.579313,0.632073,0.640645
0.578447,0.632199,0.640542
0.582872,0.638286,0.646708
0.580659,0.637053,0.645442
0.576861,0.632946,0.641159
0.585817,0.635784,0.644584
0.59238,0.642566,0.651413
0.585385,0.637011,0.645494
0.5876,0.638435,0.647182
0.573995,0.628334,0.636615
0.576963,0.631563,0.639774
0.5692,0.624401,0.632531
0.578637,0.633687,0.642232
0.612337,0.660065,0.668963
0.603543,0.651518,0.660327
0.597451,0.64709,0.655893
0.586215,0.636934,0.645546
0.583483,0.634639,0.643299
0.573078,0.626459,0.634963
0.583721,0.638613,0.646857
0.572346,0.628457,0.636503
0.654895,0.697336,0.706884
0.640863,0.68475,0.694159
0.615201,0.66188,0.671
0.598085,0.648233,0.657121
0.584274,0.635491,0.644285
0.581416,0.634573,0.642978
0.574339,0.628708,0.63721
0.57338,0.6281,0.636433
0.748147,0.782995,0.794246
0.705203,0.744512,0.754712
0.642839,0.686775,0.696152
0.607619,0.656122,0.665102
0.594953,0.644806,0.653683
0.585114,0.637131,0.645864
0.588396,0.641943,0.650541
0.585685,0.63921,0.647854
0.829598,0.8542,0.867298
0.742154,0.776501,0.787521
0.652305,0.694974,0.704465
0.612258,0.660175,0.669148
0.598627,0.648816,0.657651
0.58784,0.640947,0.649504
0.584148,0.637584,0.646243
0.584823,0.638846,0.647242
0.743901,0.777747,0.788693
0.701563,0.739974,0.750143
0.641548,0.686284,0.695585
0.606365,0.654549,0.663288
0.597832,0.649598,0.658249
0.58592,0.638861,0.647318
0.579628,0.632929,0.641504
0.579868,0.633855,0.642446
0.665356,0.708365,0.717956
0.64156,0.685431,0.6948
0.620421,0.66676,0.676024
0.59357,0.641981,0.650657
0.592722,0.643764,0.65269
0.585986,0.638873,0.647543
0.585735,0.639317,0.648043
0.583616,0.637288,0.645869
0.624193,0.67104,0.680437
0.60899,0.656095,0.665159
0.600952,0.649614,0.658441
0.602123,0.652358,0.661399
0.593537,0.644763,0.653621
0.581436,0.63437,0.642981
0.590355,0.642738,0.651399
0.589979,0.643302,0.652142
0.599978,0.649156,0.65809
0.602431,0.651872,0.660847
0.597153,0.647324,0.656023
0.594086,0.645057,0.653715
0.587063,0.639111,0.647737
0.576072,0.629822,0.638392
0.585548,0.640281,0.648862
0.583885,0.638033,0.646578
0.593969,0.645168,0.654076
0.586386,0.637646,0.646283
0.580144,0.631834,0.640446
0.580456,0.632952,0.64148
0.582461,0.636535,0.645342
0.582899,0.637672,0.646262
0.58281,0.637503,0.645828
0.567383,0.62238,0.63062
0.585132,0.635233,0.64405
0.594744,0.645173,0.654272
0.581795,0.632323,0.641043
0.586989,0.637856,0.6465
0.587157,0.637026,0.645943
0.583258,0.633924,0.642801
0.581667,0.633593,0.642366
0.586039,0.637859,0.646752
0.585143,0.633856,0.642883
0.581492,0.631652,0.64035
0.58707,0.636885,0.645569
0.584251,0.633861,0.6428
0.59066,0.640444,0.649217
0.58008,0.630041,0.638755
0.584164,0.635628,0.644414
0.585777,0.637284,0.646086
0.595568,0.643361,0.652395
0.587647,0.636358,0.645122
0.585202,0.633982,0.642765
0.586052,0.63478,0.64367
0.588394,0.63764,0.646468
0.586607,0.635481,0.644508
0.581497,0.631895,0.640762
0.584037,0.634874,0.643642
0.588464,0.635197,0.643962
0.58572,0.632575,0.641369
0.594531,0.64207,0.650972
0.582371,0.629541,0.638387
0.595468,0.643746,0.652579
0.581109,0.629773,0.638752
0.578699,0.62871,0.63757
0.584738,0.635256,0.644071
0.607617,0.651574,0.660682
0.609375,0.654064,0.662871
0.601836,0.646865,0.655647
0.592773,0.63863,0.64748
0.592699,0.640145,0.649074
0.593676,0.642407,0.651339
0.578125,0.627882,0.636477
0.589368,0.639901,0.648736
0.634812,0.675391,0.684431
0.650504,0.691136,0.700278
0.629958,0.670548,0.679585
0.608233,0.653021,0.661713
0.597386,0.642197,0.651082
0.592408,0.640487,0.649541
0.58681,0.635476,0.644311
0.592217,0.641282,0.650196
0.691674,0.72769,0.737503
0.729143,0.761681,0.771929
0.695287,0.732393,0.742198
0.634094,0.675628,0.684705
0.599498,0.643672,0.6525
0.600952,0.647181,0.656384
0.587633,0.636301,0.645095
0.592619,0.641577,0.650586
0.73576,0.768755,0.779214
0.814135,0.837313,0.84961
0.730419,0.763344,0.773748
0.646138,0.686744,0.695931
0.612667,0.656772,0.665696
0.59686,0.64364,0.652467
0.586934,0.63455,0.643345
0.588591,0.637623,0.646488
0.691475,0.727525,0.737184
0.729415,0.762098,0.772379
0.682716,0.719061,0.728428
0.63546,0.677241,0.686413
0.609152,0.653821,0.662563
0.59028,0.636971,0.64565
0.590377,0.637834,0.646706
0.583273,0.632543,0.641281
0.641622,0.682281,0.691566
0.650674,0.690835,0.700064
0.633331,0.673947,0.683184
0.614829,0.658426,0.667427
0.609517,0.655591,0.664575
0.595396,0.641645,0.650725
0.591535,0.640244,0.649104
0.591343,0.641043,0.649916
0.615065,0.65872,0.66788
0.616248,0.659546,0.668688
0.606828,0.649736,0.658784
0.598797,0.643705,0.652703
0.59933,0.645974,0.654928
0.598789,0.645797,0.654876
0.584219,0.632615,0.641562
0.594171,0.642199,0.651212
0.608065,0.653683,0.662803
0.604792,0.650195,0.659383
0.601134,0.646577,0.65559
0.592112,0.638122,0.646791
0.594479,0.640914,0.650108
0.595495,0.643666,0.65286
0.60136,0.650055,0.65901
0.58957,0.637769,0.646666
0.58885,0.63508,0.644091
0.598531,0.645632,0.654695
0.590915,0.638795,0.647807
0.590278,0.638409,0.647243
0.586692,0.635109,0.643859
0.587872,0.636805,0.645672
0.592051,0.642391,0.651122
0.590213,0.639773,0.648642
0.586595,0.636765,0.645551
0.583875,0.633454,0.642321
0.589017,0.639203,0.648125
0.580911,0.630187,0.638877
0.587447,0.637666,0.646545
0.582861,0.633615,0.642587
0.5848,0.63582,0.644557
0.58333,0.63396,0.642777
0.587762,0.636952,0.645731
0.589384,0.638699,0.647737
0.584021,0.63387,0.642645
0.587079,0.636134,0.645056
0.58787,0.639467,0.648343
0.583247,0.633483,0.642302
0.58193,0.632621,0.641243
0.581064,0.632398,0.640929
0.582911,0.63052,0.639296
0.589432,0.637575,0.646597
0.587366,0.636304,0.645063
0.590225,0.639739,0.648621
0.589891,0.638563,0.64753
0.588868,0.639061,0.647804
0.58438,0.633225,0.642196
0.58891,0.639095,0.647888
0.592839,0.640179,0.649076
0.589949,0.637268,0.646093
0.585032,0.631551,0.640313
0.583643,0.631134,0.639985
0.589082,0.637119,0.645937
0.588475,0.636422,0.645236
0.586023,0.634878,0.643667
0.583104,0.632671,0.641391
0.596714,0.642887,0.651745
0.603371,0.648207,0.657039
0.607582,0.652029,0.661
0.597663,0.642711,0.651546
0.593597,0.639928,0.648686
0.587718,0.635585,0.644255
0.582206,0.631415,0.640076
0.586851,0.637121,0.646143
0.610909,0.65379,0.662657
0.634973,0.676371,0.685286
0.639801,0.679528,0.688708
0.627592,0.669199,0.678258
0.605364,0.649087,0.65789
0.595937,0.641734,0.650618
0.59126,0.637719,0.64662
0.586783,0.635575,0.644391
0.642168,0.683344,0.692655
0.693971,0.731095,0.740938
0.728169,0.761088,0.771405
0.686415,0.722934,0.732564
0.629846,0.671599,0.680669
0.610528,0.654909,0.663877
0.595462,0.642346,0.651191
0.590068,0.63906,0.647941
0.65131,0.691024,0.700319
0.731933,0.764898,0.775351
0.81646,0.839952,0.852306
0.734666,0.767789,0.778303
0.642874,0.682922,0.692032
0.60775,0.651988,0.660978
0.592715,0.638726,0.647628
0.591727,0.639345,0.64818
0.64392,0.684685,0.694013
0.693098,0.729991,0.739562
0.732151,0.764885,0.775505
0.691619,0.728748,0.738365
0.632344,0.673428,0.682599
0.614649,0.660202,0.669242
0.588338,0.634555,0.643381
0.590203,0.638585,0.647338
0.624989,0.667679,0.676806
0.641198,0.68209,0.691382
0.646102,0.685617,0.694919
0.634499,0.676153,0.685274
0.615422,0.658587,0.66771
0.602935,0.648453,0.657584
0.596477,0.642923,0.65204
0.587717,0.636185,0.644966
0.606618,0.651768,0.660722
0.610055,0.654315,0.663258
0.618013,0.661977,0.671057
0.608594,0.653771,0.662743
0.604966,0.649392,0.658534
0.602976,0.649459,0.658653
0.592705,0.640876,0.649746
0.6042,0.652043,0.661205
0.593931,0.640446,0.649419
0.603667,0.649513,0.65846
0.60079,0.645648,0.654733
0.59814,0.643569,0.652482
0.600519,0.647163,0.656163
0.597935,0.645337,0.654431
0.595262,0.643723,0.652663
0.596,0.644878,0.653704
0.597348,0.644162,0.653065
0.601277,0.648441,0.657597
0.593608,0.641719,0.650608
0.594999,0.642073,0.651026
0.593608,0.64218,0.65116
0.586111,0.635276,0.64404
