out:L01S,out:L02S,out:L03S,out:L04S,out:L05S,out:L06S,out:L07S,out:L08S,out:L09S,out:L10S,out:L11S,out:L12S,out:L13S,out:L14S,out:L01R,out:L02R,out:L03R,out:L04R,out:L05R,out:L06R,out:L07R,out:L08R,out:L09R,out:L10R,out:L11R,out:L12R,out:L13R,out:L14R,out:LSR,out:r01,out:r02,out:r03,out:r04,out:r05,out:r06,out:r07,out:r08,out:r09,out:r10,out:r11,out:r12,out:r13,out:r14,out:P01x,out:P02x,out:P03x,out:P04x,out:P05x,out:P06x,out:P07x,out:P08x,out:P09x,out:P10x,out:P11x,out:P12x,out:P13x,out:P14x,out:P01y,out:P02y,out:P03y,out:P04y,out:P05y,out:P06y,out:P07y,out:P08y,out:P09y,out:P10y,out:P11y,out:P12y,out:P13y,out:P14y,out:P01z,out:P02z,out:P03z,out:P04z,out:P05z,out:P06z,out:P07z,out:P08z,out:P09z,out:P10z,out:P11z,out:P12z,out:P13z,out:P14z,out:Sx,out:Sy,out:Rx,out:Ry
3.95,1.75,0.25,4.75,1.4,1.5,2.424871,1.299038,0.433013,0.433013,2.424871,1.299038,0.433013,0.433013,2.492489,3.836991,2.733587,3.836991,3.080584,2.7313,3.465545,2.597595,2.923611,2.854383,1.9,1.499166,2.654713,2.578275,2.531798,141.476299,147.888784,145.395748,147.888784,125.753887,113.749494,133.082348,107.460941,156.67519,141.144608,109.527267,50.547491,111.029223,100.972603,4.75,6.5,4.75,0,4.75,4.75,6.15,5.5,5,5,3.35,4,4.5,4.5,4.2,0.25,0,0.25,0.25,0.25,1.65,1,0,0,1.65,1,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,1.75,1.25,2.9,0.75,1.75,1.25,4.75,0.25,3.25,2.25
3.45,1.75,0.75,4.75,1.4,1.5,2.424871,1.299038,1.299038,1.299038,2.424871,1.299038,1.299038,1.299038,2.492489,3.601736,2.733587,3.601736,2.782086,2.389561,3.414674,2.397394,3.383415,3.201172,1.805547,1.116915,2.635811,2.397394,2.158703,141.476299,154.467737,145.395748,154.467737,130.315542,117.40877,141.056318,116.456902,164.60598,151.012591,120.772036,53.52641,125.482778,116.456902,4.75,6.5,4.75,0,4.75,4.75,6.15,5.5,5.5,5.5,3.35,4,4,4,4.2,0.75,0,0.75,0.75,0.75,2.15,1.5,0,0,2.15,1.5,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.25,0.75,2.9,0.75,2.25,0.75,4.75,0.75,3.25,2.25
2.95,1.75,1.25,4.75,1.4,1.5,2.424871,1.299038,2.165064,2.165064,2.424871,1.299038,2.165064,2.165064,2.492489,3.423814,2.733587,3.423814,2.547548,2.111871,3.436568,2.290742,3.917589,3.653423,1.846619,0.864581,2.801339,2.41816,1.846619,141.476299,161.665074,145.395748,161.665074,134.955858,121.390298,148.960291,126.319354,168.532138,157.589355,131.038854,64.274672,138.786317,132.879173,4.75,6.5,4.75,0,4.75,4.75,6.15,5.5,6,6,3.35,4,3.5,3.5,4.2,1.25,0,1.25,1.25,1.25,2.65,2,0,0,2.65,2,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.75,0.25,2.9,0.75,2.75,0.25,4.75,1.25,3.25,2.25
2.45,1.75,1.75,4.75,1.4,1.5,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,2.492489,3.312476,2.733587,3.312476,2.39583,1.926136,3.529873,2.290742,3.906405,2.597595,2.014944,0.864581,2.61916,1.499166,1.630951,141.476299,168.854379,145.395748,168.854379,138.70359,124.826378,156.339982,135.914595,167.278586,148.838708,138.158131,84.251208,142.519463,109.107832,4.75,6.5,4.75,0,4.75,4.75,6.15,5.5,6.15,5.5,3.35,4,3.35,4,4.2,1.75,0,1.75,1.75,1.75,3.15,2.5,0.35,1,3.15,2.5,0.35,1,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.9,0.75,2.9,0.75,2.9,0.75,4.75,1.75,3.25,2.25
1.95,1.75,2.25,4.75,1.4,1.5,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,2.492489,3.274523,2.733587,3.274523,2.343075,1.860108,3.689173,2.397394,3.689173,2.397394,2.282542,1.116915,2.282542,1.116915,1.552417,141.476299,172.983498,145.395748,172.983498,140.194429,126.253838,162.676959,143.780632,162.676959,143.780632,141.639308,100.423365,141.639308,100.423365,4.75,6.5,4.75,0,4.75,4.75,6.15,5.5,6.15,5.5,3.35,4,3.35,4,4.2,2.25,0,2.25,2.25,2.25,3.65,3,0.85,1.5,3.65,3,0.85,1.5,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.9,0.75,2.9,0.75,2.9,0.75,4.75,2.25,3.25,2.25
1.45,1.75,2.75,4.75,1.4,1.5,2.511474,1.299038,2.424871,1.299038,2.511474,1.299038,2.424871,1.299038,2.492489,3.312476,2.733587,3.312476,2.39583,1.926136,3.990927,2.597595,3.529873,2.290742,2.688401,1.499166,2.014944,0.864581,1.630951,141.476299,168.854379,145.395748,168.854379,138.70359,124.826378,167.552377,148.838708,156.339982,135.914595,143.642623,109.107832,138.158131,84.251208,4.75,6.5,4.75,0,4.75,4.75,6.2,5.5,6.15,5.5,3.3,4,3.35,4,4.2,2.75,0,2.75,2.75,2.75,4.2,3.5,1.35,2,4.2,3.5,1.35,2,1.5,1.5,1.5,1.5,2.9,0,2.95,0.75,2.9,0.75,2.95,0.75,2.9,0.75,4.75,2.75,3.25,2.25
0.95,1.75,3.25,4.75,1.4,1.5,1.645448,1.645448,2.424871,1.299038,1.645448,1.645448,2.424871,1.299038,2.492489,3.423814,2.733587,3.423814,2.547548,2.111871,3.409912,3.179229,3.436568,2.290742,2.434646,2.099405,1.846619,0.864581,1.846619,141.476299,161.665074,145.395748,161.665074,134.955858,121.390298,166.796001,154.016915,148.960291,126.319354,130.702627,122.429605,131.038854,64.274672,4.75,6.5,4.75,0,4.75,4.75,5.7,5.7,6.15,5.5,3.8,3.8,3.35,4,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,2.5,4.2,4.2,1.85,2.5,1.5,1.5,1.5,1.5,2.9,0,2.45,0.55,2.9,0.75,2.45,0.55,2.9,0.75,4.75,3.25,3.25,2.25
0.45,1.75,3.75,4.75,1.4,1.5,0.779423,0.779423,2.424871,1.299038,0.779423,0.779423,2.424871,1.299038,2.492489,3.601736,2.733587,3.601736,2.782086,2.389561,2.885741,2.75817,3.414674,2.397394,2.372235,2.215288,1.805547,1.116915,2.158703,141.476299,154.467737,145.395748,154.467737,130.315542,117.40877,161.866271,145.774323,141.056318,116.456902,115.208391,104.334937,120.772036,53.52641,4.75,6.5,4.75,0,4.75,4.75,5.2,5.2,6.15,5.5,4.3,4.3,3.35,4,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.35,3,4.2,4.2,2.35,3,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.9,0.75,1.95,1.05,2.9,0.75,4.75,3.75,3.25,2.25
3.95,1.25,0.25,5.25,1.4,1.5,2.165064,2.165064,0.433013,0.433013,2.424871,2.598076,0.433013,0.433013,2.82179,3.836991,3.036857,3.836991,3.352611,3.034798,3.721223,3.44202,3.247691,3.185514,1.989975,1.30767,2.923611,2.854383,2.856571,133.713336,147.888784,137.807933,147.888784,122.472516,111.251493,130.081404,124.188354,156.280883,142.036659,100.024988,92.530493,103.126413,94.059582,5.25,6.5,5.25,0,5.25,5.25,6.5,6.5,5.5,5.5,3.85,3.75,5,5,4.2,0.25,0,0.25,0.25,0.25,1.5,1.5,0,0,1.65,1.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.75,0.25,1.75,1.25,2.9,0,1.75,1.25,5.25,0.25,3.25,2.25
3.45,1.25,0.75,5.25,1.4,1.5,2.165064,1.746409,1.299038,1.299038,2.424871,2.598076,1.299038,1.299038,2.82179,3.601736,3.036857,3.601736,3.080584,2.7313,3.653423,3.108312,3.734635,3.570364,1.9,1.208305,2.819131,2.597595,2.531798,133.713336,154.467737,137.807933,154.467737,125.753887,113.749494,137.293637,125.480487,161.943242,149.897387,109.527267,106.65996,116.123922,107.460941,5.25,6.5,5.25,0,5.25,5.25,6.5,6.25829,6,6,3.85,3.75,4.5,4.5,4.2,0.75,0,0.75,0.75,0.75,2,1.75829,0,0,2.15,2.25,0,0,1.5,1.5,1.5,1.5,2.9,0,2.75,0.49171,2.25,0.75,2.9,0,2.25,0.75,5.25,0.75,3.25,2.25
2.95,1.25,1.25,5.25,1.4,1.5,2.165064,2.165064,2.165064,2.165064,2.424871,2.598076,2.165064,2.165064,2.82179,3.423814,3.036857,3.423814,2.87054,2.491987,3.653423,3.368605,4.283398,4.043204,1.939072,1.30767,2.889204,2.519425,2.271563,133.713336,161.665074,137.807933,161.665074,128.833525,116.194185,144.47423,138.206621,164.522114,155.05998,118.450091,119.055845,129.010676,122.583286,5.25,6.5,5.25,0,5.25,5.25,6.5,6.5,6.5,6.5,3.85,3.75,4,4,4.2,1.25,0,1.25,1.25,1.25,2.5,2.5,0,0,2.65,2.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.75,0.25,2.75,0.25,2.9,0,2.75,0.25,5.25,1.25,3.25,2.25
2.45,1.25,1.75,5.25,1.4,1.5,2.165064,2.165064,2.165064,1.746409,2.424871,2.598076,2.424871,2.598076,2.82179,3.312476,3.036857,3.312476,2.736786,2.336664,3.721223,3.44202,4.043204,3.41976,2.1,1.568439,2.685144,2.336664,2.1,133.713336,168.854379,137.807933,168.854379,131.125129,118.083417,151.235065,144.441196,161.72973,149.907817,125.26439,126.083818,131.80143,129.972217,5.25,6.5,5.25,0,5.25,5.25,6.5,6.5,6.5,6.25829,3.85,3.75,3.85,3.75,4.2,1.75,0,1.75,1.75,1.75,3,3,0.5,0.74171,3.15,3.25,0.35,0.25,1.5,1.5,1.5,1.5,2.9,0,2.75,0.25,2.75,0.49171,2.9,0,2.9,0,5.25,1.75,3.25,2.25
1.95,1.25,2.25,5.25,1.4,1.5,2.165064,1.746409,2.165064,2.165064,2.424871,2.598076,2.424871,2.598076,2.82179,3.274523,3.036857,3.274523,2.690725,2.282542,3.853245,3.230553,3.853245,3.584341,2.357965,1.926136,2.357965,1.926136,2.039608,133.713336,172.983498,137.807933,172.983498,131.987212,118.810794,157.144013,145.744566,157.144013,149.514216,129.539701,129.010676,129.539701,129.010676,5.25,6.5,5.25,0,5.25,5.25,6.5,6.25829,6.5,6.5,3.85,3.75,3.85,3.75,4.2,2.25,0,2.25,2.25,2.25,3.5,3.25829,1,1,3.65,3.75,0.85,0.75,1.5,1.5,1.5,1.5,2.9,0,2.75,0.49171,2.75,0.25,2.9,0,2.9,0,5.25,2.25,3.25,2.25
1.45,1.25,2.75,5.25,1.4,1.5,2.165064,2.165064,2.165064,1.746409,2.511474,2.511474,2.424871,2.598076,2.82179,3.312476,3.036857,3.312476,2.736786,2.336664,4.043204,3.787809,3.721223,3.110978,2.743629,2.281995,2.1,1.568439,2.1,133.713336,168.854379,137.807933,168.854379,131.125129,118.083417,161.72973,153.084625,151.235065,139.952665,133.149747,128.30562,125.26439,126.083818,5.25,6.5,5.25,0,5.25,5.25,6.5,6.5,6.5,6.25829,3.8,3.8,3.85,3.75,4.2,2.75,0,2.75,2.75,2.75,4,4,1.5,1.74171,4.2,4.2,1.35,1.25,1.5,1.5,1.5,1.5,2.9,0,2.75,0.25,2.75,0.49171,2.95,0.05,2.9,0,5.25,2.75,3.25,2.25
0.95,1.25,3.25,5.25,1.4,1.5,1.645448,1.645448,2.165064,2.165064,1.645448,1.645448,2.424871,2.598076,2.82179,3.423814,3.036857,3.423814,2.87054,2.491987,3.785168,3.578757,3.653423,3.368605,2.593742,2.281995,1.939072,1.30767,2.271563,133.713336,161.665074,137.807933,161.665074,128.833525,116.194185,162.42264,151.549909,144.47423,138.206621,120.055287,111.521698,118.450091,119.055845,5.25,6.5,5.25,0,5.25,5.25,6.2,6.2,6.5,6.5,4.3,4.3,3.85,3.75,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,2,2,4.2,4.2,1.85,1.75,1.5,1.5,1.5,1.5,2.9,0,2.45,0.55,2.75,0.25,2.45,0.55,2.9,0,5.25,3.25,3.25,2.25
0.45,1.25,3.75,5.25,1.4,1.5,0.779423,0.779423,2.165064,2.165064,0.779423,0.779423,2.424871,2.598076,2.82179,3.601736,3.036857,3.601736,3.080584,2.7313,3.244611,3.131693,3.653423,3.368605,2.632014,2.491486,1.9,1.208305,2.531798,133.713336,154.467737,137.807933,154.467737,125.753887,113.749494,159.097965,145.123828,137.293637,131.288988,105.914107,95.985582,109.527267,106.65996,5.25,6.5,5.25,0,5.25,5.25,5.7,5.7,6.5,6.5,4.8,4.8,3.85,3.75,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.5,2.5,4.2,4.2,2.35,2.25,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.75,0.25,1.95,1.05,2.9,0,5.25,3.75,3.25,2.25
3.95,0.75,0.25,5.75,1.4,1.5,1.299038,1.299038,0.433013,0.433013,2.424871,2.598076,0.433013,0.433013,3.1957,3.836991,3.387108,3.836991,3.672874,3.385262,3.667083,3.499643,3.612132,3.556332,2.193171,1.568439,3.247691,3.185514,3.226453,127.603597,147.888784,131.627383,147.888784,119.345807,108.961813,119.731755,112.81078,154.56535,141.940392,91.50848,81.532868,96.635472,88.442144,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6,6,4.35,4.25,5.5,5.5,4.2,0.25,0,0.25,0.25,0.25,1,1,0,0,1.65,1.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.25,0.75,1.75,1.25,2.9,0,1.75,1.25,5.75,0.25,3.25,2.25
3.45,0.75,0.75,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,2.424871,1.825918,1.299038,1.299038,3.1957,3.601736,3.387108,3.601736,3.426368,2.936409,3.528101,3.353729,4.116734,3.968312,2.111871,1.643023,3.073679,2.871846,2.942788,127.603597,154.467737,131.627383,154.467737,121.690971,96.845542,126.676636,119.382156,158.848163,148.333404,99.440888,64.039821,108.055066,99.839123,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.35,4.691623,5,5,4.2,0.75,0,0.75,0.75,0.75,1.5,1.5,0,0,2.15,1.804189,0,0,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.9,0.45,2.25,0.75,5.75,0.75,3.25,2.25
2.95,0.75,1.25,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,2.424871,2.598076,2.165064,2.165064,3.1957,3.423814,3.387108,3.423814,3.238827,2.715235,3.456516,3.278338,3.8662,3.707762,2.147091,1.568439,3.057368,2.710627,2.722132,127.603597,161.665074,131.627383,161.665074,123.762855,97.406165,133.882735,126.15493,156.692772,146.415364,107.204838,102.759729,120.028008,113.206171,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.35,4.25,4.5,4.5,4.2,1.25,0,1.25,1.25,1.25,2,2,0.5,0.5,2.65,2.75,0,0,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.9,0,2.75,0.25,5.75,1.25,3.25,2.25
2.45,0.75,1.75,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,2.424871,2.598076,2.424871,2.598076,3.1957,3.312476,3.387108,3.312476,3.120897,2.573422,3.456516,3.278338,3.667083,3.499643,2.293469,1.791647,2.839014,2.491987,2.580698,127.603597,168.854379,131.627383,168.854379,125.222783,97.816778,140.959497,132.689583,152.815902,143.141961,113.752003,110.760968,121.92061,119.113001,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.35,4.25,4.35,4.25,4.2,1.75,0,1.75,1.75,1.75,2.5,2.5,1,1,3.15,3.25,0.35,0.25,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.9,0,2.9,0,5.75,1.75,3.25,2.25
1.95,0.75,2.25,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,2.424871,1.825918,2.424871,2.598076,3.1957,3.274523,3.387108,3.274523,3.080584,2.524381,3.528101,3.353729,3.528101,3.353729,2.531798,1.90055,2.531798,2.111871,2.531798,127.603597,172.983498,131.627383,172.983498,125.753887,97.96961,147.433061,138.491723,147.433061,138.491723,118.612491,94.429787,118.612491,115.938952,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.35,4.691623,4.35,4.25,4.2,2.25,0,2.25,2.25,2.25,3,3,1.5,1.5,3.65,3.304189,0.85,0.75,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.9,0.45,2.9,0,5.75,2.25,3.25,2.25
1.45,0.75,2.75,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,2.511474,2.511474,2.424871,1.825918,3.1957,3.312476,3.387108,3.312476,3.120897,2.573422,3.667083,3.499643,3.456516,3.278338,2.885741,2.45102,2.293469,1.675679,2.580698,127.603597,168.854379,131.627383,168.854379,125.222783,97.816778,152.815902,143.141961,140.959497,132.689583,123.380227,117.344038,113.752003,85.142939,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.3,4.3,4.35,4.691623,4.2,2.75,0,2.75,2.75,2.75,3.5,3.5,2,2,4.2,4.2,1.35,1.695811,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.95,0.05,2.9,0.45,5.75,2.75,3.25,2.25
0.95,0.75,3.25,5.75,1.4,0.75,1.299038,1.299038,1.299038,1.299038,1.645448,1.645448,2.424871,2.598076,3.1957,3.423814,3.387108,3.423814,3.238827,2.715235,3.8662,3.707762,3.456516,3.278338,2.833284,2.55098,2.147091,1.568439,2.722132,127.603597,161.665074,131.627383,161.665074,123.762855,97.406165,156.692772,146.415364,133.882735,126.15493,110.891835,102.416034,107.204838,102.759729,5.75,6.5,5.75,0,5.75,5.75,6.5,6.5,6.5,6.5,4.8,4.8,4.35,4.25,4.2,3.25,0,3.25,3.25,3.25,4,4,2.5,2.5,4.2,4.2,1.85,1.75,1.5,1.5,1.5,1.5,2.9,0.75,2.25,0.75,2.25,0.75,2.45,0.55,2.9,0,5.75,3.25,3.25,2.25
0.45,0.75,3.75,5.75,1.4,1.5,0.779423,0.779423,1.299038,1.299038,0.779423,0.779423,2.424871,1.83106,3.1957,3.601736,3.387108,3.601736,3.426368,3.116087,3.636963,3.536594,3.528101,3.353729,2.954234,2.829753,2.111871,1.640635,2.942788,127.603597,154.467737,131.627383,154.467737,121.690971,110.671335,155.893053,143.909661,126.676636,119.382156,98.428413,89.415491,99.440888,64.193866,5.75,6.5,5.75,0,5.75,5.75,6.2,6.2,6.5,6.5,5.3,5.3,4.35,4.691623,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,3,3,4.2,4.2,2.35,2.68693,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.25,0.75,1.95,1.05,2.9,0.45,5.75,3.75,3.25,2.25
3.95,0.25,0.25,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.424871,1.299038,0.433013,0.433013,3.600347,3.836991,3.771273,3.836991,4.029888,3.769615,3.747999,3.694252,4.005933,3.955692,2.481935,2.597595,3.612132,3.556332,3.627671,122.793608,147.888784,126.627885,147.888784,116.529754,106.966167,109.34107,102.17994,152.419514,141.338971,84.660995,45.562592,91.373824,83.942655,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.85,5.5,6,6,4.2,0.25,0,0.25,0.25,0.25,0.5,0.5,0,0,1.65,1,0,0,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.9,0.75,1.75,1.25,6.25,0.25,3.25,2.25
3.45,0.25,0.75,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.424871,1.299038,1.299038,1.299038,3.600347,3.601736,3.771273,3.601736,3.806573,3.529873,3.542245,3.485326,3.747999,3.694252,2.410394,2.397394,3.383415,3.201172,3.377869,122.793608,154.467737,126.627885,154.467737,118.220512,108.157247,115.58968,107.845761,150.498024,139.285953,91.37251,50.343479,101.317021,93.619178,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.85,5.5,5.5,5.5,4.2,0.75,0,0.75,0.75,0.75,1,1,0.5,0.5,2.15,1.5,0,0,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.9,0.75,2.25,0.75,6.25,0.75,3.25,2.25
2.95,0.25,1.25,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.424871,1.299038,2.165064,2.165064,3.600347,3.423814,3.771273,3.423814,3.638681,3.348134,3.398161,3.338787,3.542245,3.485326,2.441311,2.290742,3.293554,2.974475,3.187475,122.793608,161.665074,126.627885,161.665074,119.648964,109.180258,122.356626,113.976822,147.076619,136.102795,98.157524,57.188418,112.141088,105.190973,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.85,5.5,5,5,4.2,1.25,0,1.25,1.25,1.25,1.5,1.5,1,1,2.65,2,0,0,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.9,0.75,2.75,0.25,6.25,1.25,3.25,2.25
2.45,0.25,1.75,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.424871,1.299038,2.424871,1.299038,3.600347,3.312476,3.771273,3.312476,3.534119,3.234192,3.323778,3.263051,3.398161,3.338787,2.570992,2.290742,3.067572,2.597595,3.067572,122.793608,168.854379,126.627885,168.854379,120.618589,109.883931,129.347043,120.282695,142.189124,131.739911,104.301214,65.426517,113.281111,81.693341,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.85,5.5,4.85,5.5,4.2,1.75,0,1.75,1.75,1.75,2,2,1.5,1.5,3.15,2.5,0.35,1,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.9,0.75,2.9,0.75,6.25,1.75,3.25,2.25
1.95,0.25,2.25,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.424871,1.299038,2.424871,1.299038,3.600347,3.274523,3.771273,3.274523,3.498571,3.195309,3.323778,3.263051,3.323778,3.263051,2.785678,2.397394,2.785678,2.397394,3.026549,122.793608,172.983498,126.627885,172.983498,120.963757,110.136303,136.126152,126.351312,136.126152,126.351312,109.366566,73.921883,109.366566,73.921883,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.85,5.5,4.85,5.5,4.2,2.25,0,2.25,2.25,2.25,2.5,2.5,2,2,3.65,3,0.85,1.5,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.9,0.75,2.9,0.75,6.25,2.25,3.25,2.25
1.45,0.25,2.75,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,2.511474,1.299038,2.424871,1.299038,3.600347,3.312476,3.771273,3.312476,3.534119,3.234192,3.398161,3.338787,3.323778,3.263051,3.102821,2.597595,2.570992,2.290742,3.067572,122.793608,168.854379,126.627885,168.854379,120.618589,109.883931,142.189124,131.739911,129.347043,120.282695,114.750239,81.693341,104.301214,65.426517,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,4.8,5.5,4.85,5.5,4.2,2.75,0,2.75,2.75,2.75,3,3,2.5,2.5,4.2,3.5,1.35,2,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.95,0.75,2.9,0.75,6.25,2.75,3.25,2.25
0.95,0.25,3.25,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,1.645448,1.645448,2.424871,1.299038,3.600347,3.423814,3.771273,3.423814,3.638681,3.348134,3.542245,3.485326,3.398161,3.338787,3.134884,2.882273,2.441311,2.290742,3.187475,122.793608,161.665074,126.627885,161.665074,119.648964,109.180258,147.076619,136.102795,122.356626,113.976822,103.30955,95.171651,98.157524,57.188418,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,5.3,5.3,4.85,5.5,4.2,3.25,0,3.25,3.25,3.25,3.5,3.5,3,3,4.2,4.2,1.85,2.5,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,2.45,0.55,2.9,0.75,6.25,3.25,3.25,2.25
0.45,0.25,3.75,6.25,1.4,1.5,0.433013,0.433013,0.433013,0.433013,0.779423,0.779423,2.424871,1.299038,3.600347,3.601736,3.771273,3.601736,3.806573,3.529873,3.747999,3.694252,3.542245,3.485326,3.320768,3.21053,2.410394,2.397394,3.377869,122.793608,154.467737,126.627885,154.467737,118.220512,108.157247,150.498024,139.285953,115.58968,107.845761,92.491153,84.323787,91.37251,50.343479,6.25,6.5,6.25,0,6.25,6.25,6.5,6.5,6.5,6.5,5.8,5.8,4.85,5.5,4.2,3.75,0,3.75,3.75,3.75,4,4,3.5,3.5,4.2,4.2,2.35,3,1.5,1.5,1.5,1.5,2.9,0,1.75,1.25,1.75,1.25,1.95,1.05,2.9,0.75,6.25,3.75,3.25,2.25
3.95,6.25,0.25,0.25,1.4,1.5,2.424871,1.299038,0.433013,0.433013,0.433013,0.433013,0.433013,0.433013,3.355965,4.119769,4.089315,4.119769,4.3,4.057093,2.64764,2.871846,3.943032,3.891979,4.005933,3.955692,4.306681,4.259988,3.925557,115.598777,142.080885,132.259088,142.080885,114.746525,105.731527,78.681897,42.79503,95.461387,88.724975,103.756982,97.126542,153.061562,142.451932,0.25,6.5,0.25,0,0.25,0.25,1.65,1,0.5,0.5,0,0,0,0,4.2,0.25,0,0.25,0.25,0.25,1.65,1,0,0,0.5,0.5,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,1.75,1.25,1.75,1.25,1.75,1.25,0.25,0.25,3.25,2.75
3.45,6.25,0.75,0.25,1.4,1.5,2.424871,1.299038,1.299038,1.299038,0.433013,0.433013,0.433013,0.433013,3.355965,3.836991,4.089315,3.836991,4.029888,3.769615,2.481935,2.597595,3.734635,3.570364,3.747999,3.694252,4.005933,3.955692,3.627671,115.598777,147.888784,132.259088,147.888784,116.529754,106.966167,84.660995,45.562592,104.778281,97.900335,109.34107,102.17994,152.419514,141.338971,0.25,6.5,0.25,0,0.25,0.25,1.65,1,1,1,0,0,0,0,4.2,0.75,0,0.75,0.75,0.75,2.15,1.5,0,0,1,1,0.5,0.5,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.25,0.75,1.75,1.25,1.75,1.25,0.25,0.75,3.25,2.75
2.95,6.25,1.25,0.25,1.4,1.5,2.424871,1.299038,2.165064,2.165064,0.433013,0.433013,0.433013,0.433013,3.355965,3.601736,4.089315,3.601736,3.806573,3.529873,2.410394,2.397394,3.653423,3.368605,3.542245,3.485326,3.747999,3.694252,3.377869,115.598777,154.467737,132.259088,154.467737,118.220512,108.157247,91.37251,50.343479,114.757548,108.486081,115.58968,107.845761,150.498024,139.285953,0.25,6.5,0.25,0,0.25,0.25,1.65,1,1.5,1.5,0,0,0,0,4.2,1.25,0,1.25,1.25,1.25,2.65,2,0,0,1.5,1.5,1,1,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.75,0.25,1.75,1.25,1.75,1.25,0.25,1.25,3.25,2.75
